ID	200	201	204	205	207	209	217	221	224	228	236	237	241	242	248	262	265	268	272	274	284	202	212	213	218	227	229	230	232	234	244	256	257	259	267	273	277	279	280	215	222	223	231	233	235	245	246	250	251	260	261	283
ID80	1.039187171	1.172343714	0.696630222	1.018425178	0.719779238	0.944158316	1.238677255	0.974046182	0.842598162	1.180300846	0.743010803	0.863129124	0.815961541	0.743416664	0.618153959	0.692341724	0.598467037	0.602033538	0.861617969	0.909648131	0.745523906	0.782822578	1.014430236	0.798407249	0.785675622	0.955550328	1.019149197	0.764634841	0.885289519	0.798559916	0.55124764	0.726466971	1.04169652	0.684006025	0.87459864	0.90835421	0.917817489	0.794192108	0.774567403	0.995087882	1.01210348	0.702097929	0.841095065	0.650758522	0.769205255	0.918053087	0.777573013	0.786471979	0.516055394	0.656156212	0.909103232	0.903901086
ID81	0.206757306	0.330385689	0.99148572	0.584993375	0.549058796	0.475573082	0.491265021	0.781543213	1.029998624	1.202964317	1.504505345	1.323909532	1.387981998	1.26820168	1.193280618	1.367641015	1.703004154	1.288788211	1.1664356	1.336286564	0.490811457	0.879220269	0.233092961	0.433775396	0.949292116	0.057347313	0.621046801	0.603521056	0.846360154	0.50601038	1.084341958	0.876353493	0.562716981	0.835562633	0.620672007	0.271101614	0.798976064	0.485926304	0.52816727	0.614104648	0.49349434	1.079959842	1.061813814	1.00237783	0.731653491	0.387407121	0.718156434	1.328492497	1.788219527	1.0545225	0.618323278	0.545011079
ID82	0.45717804	0.778099391	0.481434201	0.331517892	0.331517892	0.230085054	1.012496795	0.779397335	0.927863578	0.571121392	0.418627444	0.530897442	-0.27150997	0.021821709	0.50829759	0.252091428	0.698257423	0.289683341	0.522826886	-0.265647678	0.3723252	0.642189735	0.685310779	0.890644026	0.085415303	0.602959833	0.867731967	0.889509674	0.302928485	0.975365677	1.081767562	0.645749456	0.812815087	0.297490636	0.578891443	-0.015808002	0.624147971	0.351162789	0.806116117	0.27858391	-0.608531044	0.739004324	0.30809116	0.398604051	-0.302049725	-0.004897499	0.5138581	0.816388977	0.480369761	0.621420643	0.310061563	0.114902657
ID83	1.009616113	0.991885765	1.073965079	1.051735829	0.870133145	0.755194194	1.18184642	1.078873668	1.1637015	1.048104907	1.241669561	1.047390112	0.75626257	0.766066165	1.069751437	0.96448327	1.467801971	1.066521317	1.259242697	0.913668326	1.125234812	1.231058125	0.815119782	0.796985215	0.983262006	0.90904058	0.983189214	0.830214296	0.867049923	0.85925427	1.078376452	0.864637814	0.913638455	1.287790532	0.920019355	0.869824624	1.006631754	0.869585715	1.012750436	0.993935197	0.958409517	0.922813528	1.02626139	1.293718096	0.586903302	0.901856042	0.992568737	1.132650461	1.322460941	1.224188086	0.895127775	0.904527843
ID84	1.312932593	1.451954249	1.494806749	1.294282144	0.985107391	0.805311897	1.542376064	1.423376247	1.396048858	1.540346054	1.641511177	1.389561157	1.365939284	1.07417285	1.381561732	1.461372915	1.756923015	1.346869247	1.470839593	1.393319642	1.659941949	1.511810205	1.142060912	1.024934618	1.440933236	1.024727929	1.312325866	1.12007595	1.577695881	0.821078106	1.345606045	1.227720608	1.153062509	1.614869803	1.110458663	1.061777318	1.538345899	1.28378171	1.169423201	1.288976135	1.249175237	0.930491543	1.219181262	1.611233538	0.896060866	0.744506427	1.429771063	1.71047684	1.975651053	1.446623147	1.155478165	0.777986514
ID85	1.849930955	1.760852684	1.766350156	1.780759374	1.884080237	1.854203193	1.796930061	1.806465261	1.765850984	1.731831643	1.712542782	1.783456056	1.815234483	1.80989353	1.788494082	1.772429884	1.558813921	1.796875554	1.712629356	1.733909572	1.762737155	1.699664144	1.872024313	1.866400347	1.748477893	1.8325181	1.869258541	1.817583769	1.818521804	1.903272129	1.704896242	1.90563209	1.89333183	1.696519267	1.833613377	1.929640756	1.824147662	1.755467083	1.847557618	1.689872193	1.744603529	1.709076741	1.806857422	1.700073781	1.849239412	1.806331999	1.795021071	1.750037977	1.470377623	1.800833958	1.863445507	1.781118934
ID86	1.462846296	1.503788111	1.586952077	1.439916632	1.184695519	0.932872658	1.616863644	1.476047752	1.588659069	1.597723555	1.732158665	1.498870137	1.428079976	1.301088548	1.421020283	1.493282669	1.905495048	1.457819119	1.623236326	1.471977851	1.731959961	1.674894833	1.289514261	1.195901585	1.526087363	1.221359686	1.380154557	1.231962045	1.504596271	1.11315547	1.489770558	1.371658152	1.287576889	1.716585011	1.26552346	1.149001602	1.546594401	1.369475264	1.363761781	1.422260848	1.404432608	1.253246724	1.406517846	1.695082463	1.07101127	1.223030594	1.483871534	1.70560528	1.995980262	1.543394903	1.221907216	1.178062888
ID70	1.609588746	1.797762471	1.707077834	1.826403885	1.907893539	1.572669089	1.822599821	1.59054813	1.632827098	1.756381603	1.597060924	1.578783742	1.672053722	1.821750097	1.962293254	1.755490344	1.771160081	1.90445505	1.658964474	1.853007338	1.72041766	1.496908454	2.032242638	2.0591192	1.654412592	1.739437832	1.317858736	2.022579983	1.86083218	1.7275597	2.020686809	1.469644008	1.31922922	1.444991445	2.032148556	1.422991578	1.448901505	1.315987366	1.500267983	1.272216965	1.554087006	0.738580624	0.960215919	1.201207837	0.946178885	1.466646154	1.400435152	1.536181259	1.690033863	1.504274201	1.39907711	1.241512769
ID71	0.124339013	0.140028499	0.878167454	0.937244907	0.679115192	1.064155027	0.982289856	0.992380476	1.192805705	0.799583524	0.71162248	0.455446029	0.472530882	0.604548661	0.722990488	0.84518807	0.993192212	1.013055967	0.535030767	0.673053964	0.450747855	1.112845101	0.587782898	1.313529467	0.335740792	0.542871584	1.236654909	1.202093018	0.567472753	1.092261545	0.980199824	0.403961516	0.968524575	0.402152134	0.238324786	0.503136531	0.776629116	0.551100275	0.906219859	0.946587426	0.56457453	1.003235666	0.635919387	0.601650709	0.866820323	0.60284211	0.443185231	0.720809652	0.99885816	0.38628018	0.734555838	1.280543604
